CAM	participantCAM	id	text	value	comment	date	x_pos	y_pos	isDraggable	isDeletable	isTextChangeable	isActive	text_summarized
1557	ID9t2_1557	24201	Spritverbrauch	-3	NA	20:12:30	21	259	NA	NA	NA	NA	Benzin_negative
1551	ID11t2_1551	24136	Umweltschädlich	-3	NA	20:27:11	94	143	NA	NA	NA	NA	umweltbelastend_negative
1551	ID11t2_1551	24133	Unabhängig	2	NA	20:26:10	333	20	NA	NA	NA	NA	Unabhängigkeit_positive
1551	ID11t2_1551	24128	Umweltfreundlich	2	NA		584	230	NA	NA	NA	NA	umweltfreundlich_positive
1551	ID11t2_1551	24126	Zu spät	-3	NA	20:24:41	1067	198	NA	NA	NA	NA	Zu spät
1551	ID11t2_1551	24124	Zu wenig Busse	-3	NA		1067	47	NA	NA	NA	NA	Zu wenig Busse
1551	ID11t2_1551	24119	Hohe Kosten	-3	NA	20:22:36	479	155	NA	NA	NA	NA	Kosten_negative
1551	ID11t2_1551	24109	Öffentliche Verkehrsmittel	0	NA		574	345	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1551	ID11t2_1551	24108	Eigener Pkw	0	NA		273	345	NA	NA	NA	NA	Eigener Pkw_neutral
1548	ID12_1548	24115	Instandhaltungkosten	-1	NA		350.992	562.992	NA	NA	NA	NA	Instandhaltungkosten
1548	ID12_1548	24086	Fossile Brennstoffe	-3	NA	20:18:31	207.988	427.984	NA	NA	NA	NA	Fossile Brennstoffe
1548	ID12_1548	24177	Herstellung/Entsorgung	-3	NA		426.25	426.734	NA	NA	NA	NA	Herstellung/Entsorgung
1548	ID12_1548	24131	Zeitplanung	10	NA		699	20	NA	NA	NA	NA	Zeitplanung
1548	ID12_1548	24129	Sicherheit	1	NA		1466	521	NA	NA	NA	NA	Sicherheit
1548	ID12_1548	24105	Pendelwege anderweitig nutzbar	1	NA	20:20:47	1260	529	NA	NA	NA	NA	Pendelwege anderweitig nutzbar
1548	ID12_1548	24118	Berauscht nutzbar	2	NA		1384	373	NA	NA	NA	NA	Berauscht nutzbar
1548	ID12_1548	24112	Preis	10	NA	20:21:29	899	252	NA	NA	NA	NA	Preis
1548	ID12_1548	24110	Wetter	-1	NA		921	508	NA	NA	NA	NA	Wetter
1548	ID12_1548	24103	Ressourcenschonend	3	NA		1267	259	NA	NA	NA	NA	resourcenschonend_positive
1548	ID12_1548	24098	Netzausbau	10	NA		1049	20	NA	NA	NA	NA	Netzausbau
1548	ID12_1548	24097	Taktung	10	NA		1516	261	NA	NA	NA	NA	Taktung
1548	ID12_1548	24096	Pünktlichkeit	-1	NA		1368	137	NA	NA	NA	NA	Pünktlichkeit_negative
1548	ID12_1548	24095	andere Menschen	-3	NA		1194	120	NA	NA	NA	NA	Andere Menschen_negative
1548	ID12_1548	24094	erneuerbare Energien	1	NA		824	143	NA	NA	NA	NA	erneuerbare Energien
1548	ID12_1548	24091	Parkplätze	-3	NA		234	308	NA	NA	NA	NA	Parkplatzsuche_negative
1548	ID12_1548	24089	Individualität des Ziels	3	NA	20:18:57	255	182	NA	NA	NA	NA	Individualität des Ziels
1548	ID12_1548	24088	Fahrgemeinschaften	2	NA		476	20	NA	NA	NA	NA	Fahrgemeinschaft_positive
1548	ID12_1548	24084	Unfallgefahr	-1	NA		631	530	NA	NA	NA	NA	Unfallgefahr_negative
1548	ID12_1548	24081	für sich alleine sein	1	NA		620	182	NA	NA	NA	NA	für sich alleine sein
1548	ID12_1548	24076	Eigener Pkw	0	NA		704	374	NA	NA	NA	NA	Eigener Pkw_neutral
1548	ID12_1548	24075	Öffentliche Verkehrsmittel	0	NA		1100	373	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1548r	ID12t2_1548	24115	Instandhaltungkosten	-1	NA		350.992	562.992	NA	NA	NA	NA	Instandhaltungkosten
1548r	ID12t2_1548	24086	Fossile Brennstoffe	-3	NA	20:18:31	207.988	427.984	NA	NA	NA	NA	Fossile Brennstoffe
1548r	ID12t2_1548	24177	Herstellung/Entsorgung	-3	NA		426.25	426.734	NA	NA	NA	NA	Herstellung/Entsorgung
1548r	ID12t2_1548	24131	Zeitplanung	10	NA		699	20	NA	NA	NA	NA	Zeitplanung
1548r	ID12t2_1548	24129	Sicherheit	1	NA		1466	521	NA	NA	NA	NA	Sicherheit
1548r	ID12t2_1548	24105	Pendelwege anderweitig nutzbar	1	NA	20:20:47	1260	529	NA	NA	NA	NA	Pendelwege anderweitig nutzbar
1548r	ID12t2_1548	24118	Berauscht nutzbar	2	NA		1384	373	NA	NA	NA	NA	Berauscht nutzbar
1548r	ID12t2_1548	24112	Preis	10	NA	20:21:29	899	252	NA	NA	NA	NA	Preis
1548r	ID12t2_1548	24110	Wetter	-1	NA		921	508	NA	NA	NA	NA	Wetter
1548r	ID12t2_1548	24103	Ressourcenschonend	3	NA		1267	259	NA	NA	NA	NA	resourcenschonend_positive
1548r	ID12t2_1548	24098	Netzausbau	10	NA		1049	20	NA	NA	NA	NA	Netzausbau
1548r	ID12t2_1548	24097	Taktung	10	NA		1516	261	NA	NA	NA	NA	Taktung
1548r	ID12t2_1548	24096	Pünktlichkeit	-1	NA		1368	137	NA	NA	NA	NA	Pünktlichkeit_negative
1548r	ID12t2_1548	24095	andere Menschen	-3	NA		1194	120	NA	NA	NA	NA	Andere Menschen_negative
1548r	ID12t2_1548	24094	erneuerbare Energien	1	NA		824	143	NA	NA	NA	NA	erneuerbare Energien
1548r	ID12t2_1548	24091	Parkplätze	-3	NA		234	308	NA	NA	NA	NA	Parkplatzsuche_negative
1548r	ID12t2_1548	24089	Individualität des Ziels	3	NA	20:18:57	255	182	NA	NA	NA	NA	Individualität des Ziels
1548r	ID12t2_1548	24088	Fahrgemeinschaften	2	NA		476	20	NA	NA	NA	NA	Fahrgemeinschaft_positive
1548r	ID12t2_1548	24084	Unfallgefahr	-1	NA		631	530	NA	NA	NA	NA	Unfallgefahr_negative
1548r	ID12t2_1548	24081	für sich alleine sein	1	NA		620	182	NA	NA	NA	NA	für sich alleine sein
1548r	ID12t2_1548	24076	Eigener Pkw	0	NA		704	374	NA	NA	NA	NA	Eigener Pkw_neutral
1548r	ID12t2_1548	24075	Öffentliche Verkehrsmittel	0	NA		1100	373	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1550	ID13_1550	24143	mit Umsteigen verbunden	-3	NA		698	225	NA	NA	NA	NA	mit Umsteigen verbunden
1550	ID13_1550	24142	auf Dauer günstig	3	NA		645	96	NA	NA	NA	NA	auf Dauer günstig
1550	ID13_1550	24140	Menschenmenge	-3	NA		489	151.988	NA	NA	NA	NA	viele Menschen_negative
1550	ID13_1550	24139	muss nicht selber fahren	3	NA		788	319	NA	NA	NA	NA	muss nicht selbst fahren_positive
1550	ID13_1550	24138	schnell	3	NA		684	463	NA	NA	NA	NA	schnell _positive
1550	ID13_1550	24122	keine Menschen	3	NA	20:25:44	20	321	NA	NA	NA	NA	keine Menschen
1550	ID13_1550	24135	Gruppenbeförderung	10	NA	20:35:28	387	443.975	NA	NA	NA	NA	Gruppenbeförderung
1550	ID13_1550	24134	flexibel	3	NA	20:26:30	217	483	NA	NA	NA	NA	flexibel_positive
1550	ID13_1550	24132	Stau	-3	NA		51	451	NA	NA	NA	NA	Stau_negative
1550	ID13_1550	24125	hohe Kosten	-3	NA		330	201	NA	NA	NA	NA	Kosten_negative
1550	ID13_1550	24117	mehr Sicherheit	3	NA	20:22:22	147	71	NA	NA	NA	NA	mehr Sicherheit
1550	ID13_1550	24114	komfortables Fahrerlebnis	3	NA		23	182	NA	NA	NA	NA	komfortables Fahrerlebnis
1550	ID13_1550	24102	Eigener Pkw	0	NA		273	345	NA	NA	NA	NA	Eigener Pkw_neutral
1550	ID13_1550	24101	Öffentliche Verkehrsmittel	0	NA		574	346	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1561	ID13t2_1561	24306	muss selber fahren	-3	NA		351	536	NA	NA	NA	NA	muss selber fahren
1561	ID13t2_1561	24294	unerwartete Zusatzkosten	-3	NA		441	268	NA	NA	NA	NA	unerwartete Zusatzkosten
1561	ID13t2_1561	24291	Wartungsaufwand	-3	NA		330	105	NA	NA	NA	NA	Wartungsaufwand
1561	ID13t2_1561	24287	Öffentliche Verkehrsmittel	0	NA		574	346	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1561	ID13t2_1561	24286	Eigener Pkw	0	NA		273	345	NA	NA	NA	NA	Eigener Pkw_neutral
1561	ID13t2_1561	24285	komfortables Fahrerlebnis	3	NA		23	182	NA	NA	NA	NA	komfortables Fahrerlebnis
1561	ID13t2_1561	24284	mehr Sicherheit	3	NA	20:22:22	147	71	NA	NA	NA	NA	mehr Sicherheit
1561	ID13t2_1561	24283	hohe Kosten	-3	NA		330	201	NA	NA	NA	NA	Kosten_negative
1561	ID13t2_1561	24282	Stau	-3	NA		51	451	NA	NA	NA	NA	Stau_negative
1561	ID13t2_1561	24281	flexibel	3	NA	20:26:30	217	483	NA	NA	NA	NA	flexibel_positive
1561	ID13t2_1561	24280	Gruppenbeförderung	10	NA	20:35:28	387	443.975	NA	NA	NA	NA	Gruppenbeförderung
1561	ID13t2_1561	24279	keine Menschen	3	NA	20:25:44	20	321	NA	NA	NA	NA	keine Menschen
1561	ID13t2_1561	24278	schnell	3	NA		684	463	NA	NA	NA	NA	schnell _positive
1561	ID13t2_1561	24277	muss nicht selber fahren	3	NA		788	319	NA	NA	NA	NA	muss nicht selbst fahren_positive
1561	ID13t2_1561	24276	Menschenmenge	-3	NA		489	151.988	NA	NA	NA	NA	viele Menschen_negative
1561	ID13t2_1561	24275	auf Dauer günstig	3	NA		645	96	NA	NA	NA	NA	auf Dauer günstig
1561	ID13t2_1561	24274	mit Umsteigen verbunden	-3	NA		698	225	NA	NA	NA	NA	mit Umsteigen verbunden
1547	ID14_1547	24069	Flexibel	1	NA		85	330	NA	NA	NA	NA	flexibel_positive
1547	ID14_1547	24111	Festgelegte Zeiten	-1	NA	20:21:11	805	437	NA	NA	NA	NA	zeitliche Flexibilität_negative
1547	ID14_1547	24107	Unflexibel	-1	NA		728	293	NA	NA	NA	NA	unflexibel_negative
1547	ID14_1547	24104	Abhängig von Verkehr	-1	NA		20	535	NA	NA	NA	NA	Abhängig von Verkehr
1547	ID14_1547	24093	Einzelfahrten	-1	NA		524	20	NA	NA	NA	NA	Fahrkarte_negative
1547	ID14_1547	24092	Monatsabo	1	NA		725	20	NA	NA	NA	NA	Monatsabo
1547	ID14_1547	24090	Preis	0	NA		544	182	NA	NA	NA	NA	Preis
1547	ID14_1547	24087	Versicherung	-1	NA		20	161	NA	NA	NA	NA	Versicherung_negative
1547	ID14_1547	24085	Hohe laufende Kosten	-2	NA	20:18:27	233	203	NA	NA	NA	NA	Kosten_negative
1547	ID14_1547	24083	Hohe Tankpreise	-1	NA		332	20	NA	NA	NA	NA	Hohe Tankpreise
1547	ID14_1547	24082	Hoher Anschaffungspreis	-1	NA		100	20	NA	NA	NA	NA	Hoher Anschaffungspreis
1547	ID14_1547	24080	Mehr CO2 Emissionen	-3	NA		253	531	NA	NA	NA	NA	Mehr CO2 Emissionen
1547	ID14_1547	24079	Umweltbewusster	2	NA	20:17:25	565	525	NA	NA	NA	NA	umweltbewusst_positive
1547	ID14_1547	24071	Verspätungen	-2	NA	20:17:14	828	163	NA	NA	NA	NA	Verspätung_negative
1547	ID14_1547	24067	Eigener Pkw	0	NA		317	348	NA	NA	NA	NA	Eigener Pkw_neutral
1547	ID14_1547	24066	Öffentliche Verkehrsmittel	0	NA		537	351	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1547r	ID14t2_1547	24069	Flexibel	1	NA		85	330	NA	NA	NA	NA	flexibel_positive
1547r	ID14t2_1547	24111	Festgelegte Zeiten	-1	NA	20:21:11	805	437	NA	NA	NA	NA	zeitliche Flexibilität_negative
1547r	ID14t2_1547	24107	Unflexibel	-1	NA		728	293	NA	NA	NA	NA	unflexibel_negative
1547r	ID14t2_1547	24104	Abhängig von Verkehr	-1	NA		20	535	NA	NA	NA	NA	Abhängig von Verkehr
1547r	ID14t2_1547	24093	Einzelfahrten	-1	NA		524	20	NA	NA	NA	NA	Fahrkarte_negative
1547r	ID14t2_1547	24092	Monatsabo	1	NA		725	20	NA	NA	NA	NA	Monatsabo
1547r	ID14t2_1547	24090	Preis	0	NA		544	182	NA	NA	NA	NA	Preis
1547r	ID14t2_1547	24087	Versicherung	-1	NA		20	161	NA	NA	NA	NA	Versicherung_negative
1547r	ID14t2_1547	24085	Hohe laufende Kosten	-2	NA	20:18:27	233	203	NA	NA	NA	NA	Kosten_negative
1547r	ID14t2_1547	24083	Hohe Tankpreise	-1	NA		332	20	NA	NA	NA	NA	Hohe Tankpreise
1547r	ID14t2_1547	24082	Hoher Anschaffungspreis	-1	NA		100	20	NA	NA	NA	NA	Hoher Anschaffungspreis
1547r	ID14t2_1547	24080	Mehr CO2 Emissionen	-3	NA		253	531	NA	NA	NA	NA	Mehr CO2 Emissionen
1547r	ID14t2_1547	24079	Umweltbewusster	2	NA	20:17:25	565	525	NA	NA	NA	NA	umweltbewusst_positive
1547r	ID14t2_1547	24071	Verspätungen	-2	NA	20:17:14	828	163	NA	NA	NA	NA	Verspätung_negative
1547r	ID14t2_1547	24067	Eigener Pkw	0	NA		317	348	NA	NA	NA	NA	Eigener Pkw_neutral
1547r	ID14t2_1547	24066	Öffentliche Verkehrsmittel	0	NA		537	351	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1553	ID15_1553	24232	"""behindertenfreundlich"""	3	NA		433	544	NA	NA	NA	NA	"""behindertenfreundlich"""
1553	ID15_1553	24228	Führerschein nötig	-1	NA		63.3333	20	NA	NA	NA	NA	Führerschein nötig
1553	ID15_1553	24219	Tiertransport einfach	1	NA		258	553	NA	NA	NA	NA	Tiertransport einfach
1553	ID15_1553	24217	wenig Platz	-1	NA		695	524	NA	NA	NA	NA	wenig Platz_negative
1553	ID15_1553	24215	Stauraum	3	NA		45.3333	524	NA	NA	NA	NA	Stauraum
1553	ID15_1553	24199	Alkoholkonsum möglich	0	NA		729.333	368	NA	NA	NA	NA	Alkoholkonsum möglich
1553	ID15_1553	24195	Ansteckungsgefahr	-2	NA		745.677	245	NA	NA	NA	NA	Ansteckungsgefahr
1553	ID15_1553	24193	soziale Interaktion	1	NA		739	20	NA	NA	NA	NA	soziale Interaktion
1553	ID15_1553	24188	Kontakte	10	NA	20:36:26	627	121	NA	NA	NA	NA	kontaktlos_ambivalent
1553	ID15_1553	24185	individuelle Zeiten	3	NA		30	383	NA	NA	NA	NA	individuelle Zeiten
1553	ID15_1553	24182	Bindung an festgelegte Linien	-1	NA		527	431	NA	NA	NA	NA	Bindung an festgelegte Linien
1553	ID15_1553	24180	Bewegunsfreiheit	3	NA	20:34:55	210	444	NA	NA	NA	NA	Bewegunsfreiheit
1553	ID15_1553	24172	mehr (individuelle Abgase)	-3	NA	20:34:30	365	63	NA	NA	NA	NA	mehr (individuelle Abgase)
1553	ID15_1553	24169	weniger Abgase	2	NA	20:33:35	540	20	NA	NA	NA	NA	weniger Abgase
1553	ID15_1553	24162	Abgase	-3	NA	20:33:06	380	169	NA	NA	NA	NA	Abgase_negative
1553	ID15_1553	24154	Umweg/Planung	-1	NA		232	20	NA	NA	NA	NA	Umweg/Planung
1553	ID15_1553	24152	Preis	-2	NA		20	96	NA	NA	NA	NA	Preis
1553	ID15_1553	24150	tanken	10	NA		64	194	NA	NA	NA	NA	tanken_ambivalent
1553	ID15_1553	24145	öffentliche Verkehrsmittel	0	NA		508	281	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1553	ID15_1553	24144	eigener PKW	0	NA	20:30:35	244	285	NA	NA	NA	NA	Eigener Pkw_neutral
1553r	ID15t2_1553	24232	"""behindertenfreundlich"""	3	NA		433	544	NA	NA	NA	NA	"""behindertenfreundlich"""
1553r	ID15t2_1553	24228	Führerschein nötig	-1	NA		63.3333	20	NA	NA	NA	NA	Führerschein nötig
1553r	ID15t2_1553	24219	Tiertransport einfach	1	NA		258	553	NA	NA	NA	NA	Tiertransport einfach
1553r	ID15t2_1553	24217	wenig Platz	-1	NA		695	524	NA	NA	NA	NA	wenig Platz_negative
1553r	ID15t2_1553	24215	Stauraum	3	NA		45.3333	524	NA	NA	NA	NA	Stauraum
1553r	ID15t2_1553	24199	Alkoholkonsum möglich	0	NA		729.333	368	NA	NA	NA	NA	Alkoholkonsum möglich
1553r	ID15t2_1553	24195	Ansteckungsgefahr	-2	NA		745.677	245	NA	NA	NA	NA	Ansteckungsgefahr
1553r	ID15t2_1553	24193	soziale Interaktion	1	NA		739	20	NA	NA	NA	NA	soziale Interaktion
1553r	ID15t2_1553	24188	Kontakte	10	NA	20:36:26	627	121	NA	NA	NA	NA	kontaktlos_ambivalent
1553r	ID15t2_1553	24185	individuelle Zeiten	3	NA		30	383	NA	NA	NA	NA	individuelle Zeiten
1553r	ID15t2_1553	24182	Bindung an festgelegte Linien	-1	NA		527	431	NA	NA	NA	NA	Bindung an festgelegte Linien
1553r	ID15t2_1553	24180	Bewegunsfreiheit	3	NA	20:34:55	210	444	NA	NA	NA	NA	Bewegunsfreiheit
1553r	ID15t2_1553	24172	mehr (individuelle Abgase)	-3	NA	20:34:30	365	63	NA	NA	NA	NA	mehr (individuelle Abgase)
1553r	ID15t2_1553	24169	weniger Abgase	2	NA	20:33:35	540	20	NA	NA	NA	NA	weniger Abgase
1553r	ID15t2_1553	24162	Abgase	-3	NA	20:33:06	380	169	NA	NA	NA	NA	Abgase_negative
1553r	ID15t2_1553	24154	Umweg/Planung	-1	NA		232	20	NA	NA	NA	NA	Umweg/Planung
1553r	ID15t2_1553	24152	Preis	-2	NA		20	96	NA	NA	NA	NA	Preis
1553r	ID15t2_1553	24150	tanken	10	NA		64	194	NA	NA	NA	NA	tanken_ambivalent
1553r	ID15t2_1553	24145	öffentliche Verkehrsmittel	0	NA		508	281	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1553r	ID15t2_1553	24144	eigener PKW	0	NA	20:30:35	244	285	NA	NA	NA	NA	Eigener Pkw_neutral
1555	ID16_1555	24226	Unfallgefahr	-2	NA	NA	382	543	NA	NA	NA	NA	Unfallgefahr_negative
1555	ID16_1555	24222	Kosten	10	NA	NA	1065	206	NA	NA	NA	NA	Kosten_ambivalent
1555	ID16_1555	24200	Umweltschädlich	-2	NA	NA	501	90	NA	NA	NA	NA	umweltbelastend_negative
1555	ID16_1555	24198	kann müde oder betrunken genutzt werden	2	NA	NA	859	536	NA	NA	NA	NA	kann müde oder betrunken genutzt werden
1555	ID16_1555	24194	Zeit zum lesen	2	NA	NA	873	277	NA	NA	NA	NA	Zeit zum lesen
1555	ID16_1555	24190	Unabhängigkeit	2	NA	NA	88	262	NA	NA	NA	NA	Unabhängigkeit_positive
1555	ID16_1555	24184	Zuverlässig	2	NA	NA	126	538	NA	NA	NA	NA	zuverlässig_positive
1555	ID16_1555	24181	keine Wartezeiten	2	NA	NA	323	225	NA	NA	NA	NA	Keine Wartezeiten_positive
1555	ID16_1555	24179	Anstrengend bei langen Fahrten	-2	NA	NA	80	351	NA	NA	NA	NA	Anstrengend bei langen Fahrten
1555	ID16_1555	24178	Zeitersparniss bei ICE Fahrten	2	NA	NA	893	387	NA	NA	NA	NA	Zeitersparniss bei ICE Fahrten
1555	ID16_1555	24168	Umweltfreundlichkeit	2	NA	NA	853	115	NA	NA	NA	NA	Umweltfreundlichkeit
1555	ID16_1555	24155	Fahrfreude	1	NA	NA	291	77	NA	NA	NA	NA	Fahrfreude
1555	ID16_1555	24151	Verfügbarkeit	3	NA	NA	44	79	NA	NA	NA	NA	Verfügbarkeit
1555	ID16_1555	24149	Eigener Pkw	0	NA	NA	273	345	NA	NA	NA	NA	Eigener Pkw_neutral
1555	ID16_1555	24148	Öffentliche Verkehrsmittel	0	NA	NA	574	346	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1559	ID16t2_1559	24262	Kosten	-2	NA	NA	532	230	NA	NA	NA	NA	Kosten_negative
1559	ID16t2_1559	24261	Öffentliche Verkehrsmittel	0	NA	NA	574	346	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1559	ID16t2_1559	24260	Eigener Pkw	0	NA	NA	273	345	NA	NA	NA	NA	Eigener Pkw_neutral
1559	ID16t2_1559	24259	Verfügbarkeit	3	NA	NA	44	79	NA	NA	NA	NA	Verfügbarkeit
1559	ID16t2_1559	24258	Fahrfreude	1	NA	NA	291	77	NA	NA	NA	NA	Fahrfreude
1559	ID16t2_1559	24257	Umweltfreundlichkeit	2	NA	NA	853	115	NA	NA	NA	NA	Umweltfreundlichkeit
1559	ID16t2_1559	24256	Zeitersparniss bei ICE Fahrten	2	NA	NA	893	387	NA	NA	NA	NA	Zeitersparniss bei ICE Fahrten
1559	ID16t2_1559	24255	Anstrengend bei langen Fahrten	-2	NA	NA	80	351	NA	NA	NA	NA	Anstrengend bei langen Fahrten
1559	ID16t2_1559	24254	keine Wartezeiten	2	NA	NA	323	225	NA	NA	NA	NA	Keine Wartezeiten_positive
1559	ID16t2_1559	24253	Zuverlässig	2	NA	NA	126	538	NA	NA	NA	NA	zuverlässig_positive
1559	ID16t2_1559	24252	Unabhängigkeit	2	NA	NA	88	262	NA	NA	NA	NA	Unabhängigkeit_positive
1559	ID16t2_1559	24251	Zeit zum lesen	2	NA	NA	873	277	NA	NA	NA	NA	Zeit zum lesen
1559	ID16t2_1559	24250	kann müde oder betrunken genutzt werden	2	NA	NA	859	536	NA	NA	NA	NA	kann müde oder betrunken genutzt werden
1559	ID16t2_1559	24249	Umweltschädlich	-2	NA	NA	501	90	NA	NA	NA	NA	umweltbelastend_negative
1559	ID16t2_1559	24248	Kosten	10	NA	NA	1065	206	NA	NA	NA	NA	Kosten_ambivalent
1559	ID16t2_1559	24247	Unfallgefahr	-2	NA	NA	382	543	NA	NA	NA	NA	Unfallgefahr_negative
1554	ID17_1554	24243	Wertverlust	-3	NA		548	20	NA	NA	NA	NA	Wertverlust_negative
1554	ID17_1554	24223	Konzentration	10	NA		217	544	NA	NA	NA	NA	Konzentration
1554	ID17_1554	24220	Entspannung / Aus dem Fenster Raus schauen	2	NA	20:39:55	386	352	NA	NA	NA	NA	Entspannung / Aus dem Fenster Raus schauen
1554	ID17_1554	24197	Körpergeruch	-1	NA	20:38:08	534	446	NA	NA	NA	NA	Körpergeruch
1554	ID17_1554	24196	Viren / Enger Raum	-3	NA	20:37:05	536	520	NA	NA	NA	NA	Viren / Enger Raum
1554	ID17_1554	24191	Unachtsam / Unfallgefahr	-3	NA	20:36:26	246	437	NA	NA	NA	NA	Unachtsam / Unfallgefahr
1554	ID17_1554	24187	Andere Menschen	-1	NA	20:36:32	396	502	NA	NA	NA	NA	Andere Menschen_negative
1554	ID17_1554	24171	Fahrticket	1	NA	20:33:45	591	205	NA	NA	NA	NA	Fahrticket
1554	ID17_1554	24170	Versicherung	-2	NA	20:33:39	223	201	NA	NA	NA	NA	Versicherung_negative
1554	ID17_1554	24164	Kosten	-3	NA	20:38:17	356	128	NA	NA	NA	NA	Kosten_negative
1554	ID17_1554	24167	Steuer	-2	NA	20:33:42	27	30	NA	NA	NA	NA	Steuer_negative
1554	ID17_1554	24166	Benzin	-1	NA	20:33:37	128	90	NA	NA	NA	NA	Benzin_negative
1554	ID17_1554	24161	Zeit frei planen	3	NA		422	246	NA	NA	NA	NA	Zeit frei planen
1554	ID17_1554	24159	Öffentliche Verkehrsmittel	0	NA		638	419	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1554	ID17_1554	24157	Auto fahren	0	NA		141	282	NA	NA	NA	NA	Auto fahren
1554r	ID17t2_1554	24243	Wertverlust	-3	NA		548	20	NA	NA	NA	NA	Wertverlust_negative
1554r	ID17t2_1554	24223	Konzentration	10	NA		217	544	NA	NA	NA	NA	Konzentration
1554r	ID17t2_1554	24220	Entspannung / Aus dem Fenster Raus schauen	2	NA	20:39:55	386	352	NA	NA	NA	NA	Entspannung / Aus dem Fenster Raus schauen
1554r	ID17t2_1554	24197	Körpergeruch	-1	NA	20:38:08	534	446	NA	NA	NA	NA	Körpergeruch
1554r	ID17t2_1554	24196	Viren / Enger Raum	-3	NA	20:37:05	536	520	NA	NA	NA	NA	Viren / Enger Raum
1554r	ID17t2_1554	24191	Unachtsam / Unfallgefahr	-3	NA	20:36:26	246	437	NA	NA	NA	NA	Unachtsam / Unfallgefahr
1554r	ID17t2_1554	24187	Andere Menschen	-1	NA	20:36:32	396	502	NA	NA	NA	NA	Andere Menschen_negative
1554r	ID17t2_1554	24171	Fahrticket	1	NA	20:33:45	591	205	NA	NA	NA	NA	Fahrticket
1554r	ID17t2_1554	24170	Versicherung	-2	NA	20:33:39	223	201	NA	NA	NA	NA	Versicherung_negative
1554r	ID17t2_1554	24164	Kosten	-3	NA	20:38:17	356	128	NA	NA	NA	NA	Kosten_negative
1554r	ID17t2_1554	24167	Steuer	-2	NA	20:33:42	27	30	NA	NA	NA	NA	Steuer_negative
1554r	ID17t2_1554	24166	Benzin	-1	NA	20:33:37	128	90	NA	NA	NA	NA	Benzin_negative
1554r	ID17t2_1554	24161	Zeit frei planen	3	NA		422	246	NA	NA	NA	NA	Zeit frei planen
1554r	ID17t2_1554	24159	Öffentliche Verkehrsmittel	0	NA		638	419	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1554r	ID17t2_1554	24157	Auto fahren	0	NA		141	282	NA	NA	NA	NA	Auto fahren
1556	ID18_1556	24231	Geringe Flexibilität	-3	NA	20:43:37	1058	463	NA	NA	NA	NA	Geringe Flexibilität
1556	ID18_1556	24230	Unpünktlichkeit	-1	NA	20:43:15	1158	363	NA	NA	NA	NA	Pünktlichkeit_negative
1556	ID18_1556	24227	Privatspäre	2	NA	20:42:17	125	371	NA	NA	NA	NA	Privatspäre
1556	ID18_1556	24225	Unfall	-1	NA	20:41:36	177	75	NA	NA	NA	NA	Unfall_negative
1556	ID18_1556	24216	Man fährt selbst	10	NA		119	227	NA	NA	NA	NA	Man fährt selbst
1556	ID18_1556	24192	Geringe Mobilität	-2	NA		867	424	NA	NA	NA	NA	Geringe Mobilität
1556	ID18_1556	24189	Geringe Kosten	1	NA	20:36:12	870	80	NA	NA	NA	NA	Kosten_positive
1556	ID18_1556	24186	Hohe Kosten	-2	NA	20:35:47	462	81	NA	NA	NA	NA	Kosten_negative
1556	ID18_1556	24183	Mobilität	3	NA	20:35:27	432	426	NA	NA	NA	NA	Mobilität
1556	ID18_1556	24176	Eigener Pkw	0	NA		293	214	NA	NA	NA	NA	Eigener Pkw_neutral
1556	ID18_1556	24175	Öffentliche Verkehrsmittel	0	NA		928	214	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1556r	ID18t2_1556	24231	Geringe Flexibilität	-3	NA	20:43:37	1058	463	NA	NA	NA	NA	Geringe Flexibilität
1556r	ID18t2_1556	24230	Unpünktlichkeit	-1	NA	20:43:15	1158	363	NA	NA	NA	NA	Pünktlichkeit_negative
1556r	ID18t2_1556	24227	Privatspäre	2	NA	20:42:17	125	371	NA	NA	NA	NA	Privatspäre
1556r	ID18t2_1556	24225	Unfall	-1	NA	20:41:36	177	75	NA	NA	NA	NA	Unfall_negative
1556r	ID18t2_1556	24216	Man fährt selbst	10	NA		119	227	NA	NA	NA	NA	Man fährt selbst
1556r	ID18t2_1556	24192	Geringe Mobilität	-2	NA		867	424	NA	NA	NA	NA	Geringe Mobilität
1556r	ID18t2_1556	24189	Geringe Kosten	1	NA	20:36:12	870	80	NA	NA	NA	NA	Kosten_positive
